Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,-0.0079688857631864,0.00487329911239679,-0.00170331785599088,0,0,0,0.128088150188466,5.28450089259271E-05,-1.35768576558844E-07,-7.68991728758147E-08,0.000125015067828552,-2.76755453617358E-07,8.13169764335741E-05,0,0,0,0,0,0,package://en02-assem/meshes/base_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://en02-assem/meshes/base_link.STL,,en02-base-1,Origin_global,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
m_0,-0.0077220488223854,0.017483217924301,0.0263279276634565,0,0,0,0.0262883400997406,4.07718082943731E-06,-1.92655800782826E-08,-3.15370287043067E-08,2.92905191560039E-06,-9.55195957720032E-07,2.00745976529973E-06,0,0,0,0,0,0,package://en02-assem/meshes/m_0.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://en02-assem/meshes/m_0.STL,,en02-1_1-1,Origin_m_0,Axis_m_0,m_0,revolute,0,-0.028986,0.023679,2.1352,0,0,base_link,1,0,0,0,0,0,0,,,,,,,,
m_1,-0.00744400616120095,0.022808027274544,0.00255802604097581,0,0,0,0.0142839768099338,3.46348309302322E-06,-4.15913015693914E-08,-4.87768814777352E-09,7.76684341871481E-07,-4.59727327860035E-08,3.33402533285913E-06,0,0,0,0,0,0,package://en02-assem/meshes/m_1.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://en02-assem/meshes/m_1.STL,,en02-1_2-1,Origin_m_1,Axis_m_1,m_1,revolute,0,0.026746,0.042245,0.80321,0,0,m_0,1,0,0,0,0,0,0,,,,,,,,
l_0,-0.00719121027234131,0.00494194945027211,-0.0166485048674881,0,0,0,0.00828323990759812,2.72424960115683E-06,1.92282476866245E-07,-6.25292334437021E-07,3.69255650514894E-06,3.80131735250765E-07,1.34772717376504E-06,0,0,0,0,0,0,package://en02-assem/meshes/l_0.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://en02-assem/meshes/l_0.STL,,en02-2_1-1,Origin_l_0,Axis_l_0,l_0,revolute,-0.032185,0.011064,0.012677,1.5708,0,0.81489,base_link,0,1,0,0,0,0,0,,,,,,,,
l_1,-0.00256855210466652,0.0112444822008159,-0.0149336253504712,0,0,0,0.0253897978708413,3.17337868812136E-06,7.45675472549938E-07,-1.07037641878691E-06,2.9111171082818E-06,8.02734615588384E-07,3.03528644619601E-06,0,0,0,0,0,0,package://en02-assem/meshes/l_1.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://en02-assem/meshes/l_1.STL,,en02-2_2-1,Origin_l_1,Axis_l_1,l_1,revolute,-0.027438,0.011002,-0.029106,-0.48547,0.11465,0.45546,l_0,0.72765,0,-0.68595,0,0,0,0,,,,,,,,
l_2,0.00263028777720465,0.0175290126714238,-0.008736566937547,0,0,0,0.0257959534903154,3.47805850869066E-06,3.35196170440329E-07,1.68604719461188E-07,2.08334159273052E-06,3.18504108965059E-07,3.47220085607853E-06,0,0,0,0,0,0,package://en02-assem/meshes/l_2.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://en02-assem/meshes/l_2.STL,,en02-2_3-1,Origin_l_2,Axis_l_2,l_2,revolute,-0.026437,0.031853,-0.028044,-0.3723,0.066574,0.35001,l_1,0.72765,0,-0.68595,0,0,0,0,,,,,,,,
r_0,0.00698468763517525,0.00487722265117793,-0.0157631499642015,0,0,0,0.00871267855920491,2.83673950921704E-06,-1.99770639472118E-07,6.87809937678407E-07,3.84824509987155E-06,3.87200777926865E-07,1.39367910039551E-06,0,0,0,0,0,0,package://en02-assem/meshes/r_0.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://en02-assem/meshes/r_0.STL,,en02-3_1-1,Origin_r_0,Axis_r_0,r_0,revolute,0.016879,0.011064,0.012677,1.5708,0,-0.80552,base_link,0,1,0,0,0,0,0,,,,,,,,
r_1,0.00393537432931821,0.0088623765402448,-0.0161863524445137,0,0,0,0.0253896973036814,2.98624125655452E-06,-6.02871146828153E-07,1.2467935998653E-06,3.26213460169466E-06,6.37401319754747E-07,2.87136624779022E-06,0,0,0,0,0,0,package://en02-assem/meshes/r_1.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://en02-assem/meshes/r_1.STL,,en02-3_2-1,Origin_r_1,Axis_r_1,r_1,revolute,0.027709,0.011002,-0.028848,-0.36454,-0.065066,-0.34953,r_0,0.72119,0,0.69273,0,0,0,0,,,,,,,,
r_2,-0.000863046033145638,0.0167073001130506,-0.010515322261476,0,0,0,0.0257960125228089,3.40012491792047E-06,-4.78106521726887E-07,-8.76403731551013E-08,2.24496499532058E-06,4.58684940985193E-07,3.38854343725666E-06,0,0,0,0,0,0,package://en02-assem/meshes/r_2.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://en02-assem/meshes/r_2.STL,,en02-3_3-1,Origin_r_2,Axis_r_2,r_2,revolute,0.030129,0.024665,-0.031367,-0.39166,-0.075324,-0.37542,r_1,0.72119,0,0.69273,0,0,0,0,,,,,,,,
