Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,0.0347632709633968,0.0724201503064491,0.0921195615856462,0,0,0,0.363961822458096,0.000189468089534602,-1.45221019614931E-06,1.48834126625337E-06,0.000357636308986083,-1.80981739955079E-08,0.000198311181797516,0,0,0,0,0,0,package://hand_t42/meshes/base_link.STL,1,1,1,1,0,0,0,0,0,0,package://hand_t42/meshes/base_link.STL,,c1_t42-4;c1_t42-1;92210A197 8-32 L3-4 countersunk-1;block_actuator_t42-1;92210A197 8-32 L3-4 countersunk-4;a1_t42-1;92210A197 8-32 L3-4 countersunk-3;92210A197 8-32 L3-4 countersunk-2,Origin_global,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
l_0,-0.0158734671879054,0.00328444400272782,-0.0305512511978549,0,0,0,0.0224683662359051,9.49219562867667E-06,2.39628639424208E-10,-1.06583944382337E-09,1.13050511725466E-05,-1.98624260621957E-07,2.63934092762998E-06,0,0,0,0,0,0,package://hand_t42/meshes/l_0.STL,1,1,1,1,0,0,0,0,0,0,package://hand_t42/meshes/l_0.STL,,t42_pp_A-2,Origin_l_0,Axis_l_0,l_0,revolute,0.004881,-0.077103,0.11488,1.5708,0,1.5708,base_link,1,0,0,0,0,0,0,,,,,,,,
l_1,-0.0158749973609221,0.00228122864539425,-0.0183957727533341,0,0,0,0.0228948104251781,4.64499978548433E-06,-1.25087984665694E-13,-2.43742132803639E-13,5.88023972530834E-06,4.77445926256391E-07,2.10422949304352E-06,0,0,0,0,0,0,package://hand_t42/meshes/l_1.STL,1,1,1,1,0,0,0,0,0,0,package://hand_t42/meshes/l_1.STL,,t42_pp_B-2,Origin_l_1,Axis_l_1,l_1,revolute,-0.00015,0,-0.0625,0,0,0,l_0,1,0,0,0,0,0,0,,,,,,,,
r_0,0.0158765578120946,-0.00328444400272776,0.0305512511978549,0,0,0,0.0224683662359052,9.49219562867668E-06,-2.396286394247E-10,1.06583944381789E-09,1.13050511725466E-05,-1.98624260621958E-07,2.63934092762998E-06,0,0,0,0,0,0,package://hand_t42/meshes/r_0.STL,1,1,1,1,0,0,0,0,0,0,package://hand_t42/meshes/r_0.STL,,t42_pp_A-3,Origin_r_0,Axis_r_0,r_0,revolute,0.064581,-0.076203,0.11488,-1.5708,0,-1.5708,base_link,1,0,0,0,0,0,0,,,,,,,,
r_1,0.0157250276207482,-0.000673237688533487,-0.0185244485367795,0,0,0,0.0228948104251781,4.64499978548432E-06,-1.59327806374035E-13,-2.23422960651152E-13,5.93466694817781E-06,-1.39551207234665E-07,2.04980227017405E-06,0,0,0,0,0,0,package://hand_t42/meshes/r_1.STL,1,1,1,1,0,0,0,0,0,0,package://hand_t42/meshes/r_1.STL,,t42_pp_B-3,Origin_r_1,Axis_r_1,r_1,revolute,0,0,0.0625,-2.9819,0,0,r_0,1,0,0,0,0,0,0,,,,,,,,
