Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,0.145202053572822,-0.0137649525360845,-0.0682864686536235,0,0,0,0.129722046655264,6.12750631017743E-05,1.58430562593227E-07,-4.45615177969784E-09,3.58451354573772E-05,1.53547510514082E-05,6.20873517138207E-05,0,0,0,0,0,0,package://opengrip_step/meshes/base_link.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://opengrip_step/meshes/base_link.STL,,opengrip_base.STEP-1,Origin_global,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
l_0,-0.0321837779617845,-0.00534840603271549,0.0619339068466019,0,0,0,0.0365331240629675,1.87383310386987E-05,-1.35629416503578E-06,-5.4658717405624E-06,3.87750998630464E-05,-2.9220842112817E-06,2.34438955581158E-05,0,0,0,0,0,0,package://opengrip_step/meshes/l_0.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://opengrip_step/meshes/l_0.STL,,opengrip_gripper.STEP-1,Origin_l_0,Axis_l_0,l_0,prismatic,0.061576,0.076061,-0.032502,-1.5708,0,-3.1416,base_link,1,0,0,0,0,0,0,,,,,,,,
r_0,0.0692017087514484,-0.00534840613442033,0.0619339064756042,0,0,0,0.0365331247563512,1.87383314039295E-05,-1.35629440835808E-06,-5.46587263123559E-06,3.87751026055379E-05,-2.92208430574661E-06,2.34438979845991E-05,0,0,0,0,0,0,package://opengrip_step/meshes/r_0.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://opengrip_step/meshes/r_0.STL,,opengrip_gripper.STEP-2,Origin_r_0,Axis_r_0,r_0,prismatic,0.12746,0.076061,-0.032494,1.5708,0,0,base_link,1,0,0,0,0,0,0,,,,,,,,
